2024-06-14 22:28:42,158 INFO    StreamThr :16664 [internal.py:wandb_internal():85] W&B internal server running at pid: 16664, started at: 2024-06-14 22:28:42.158693
2024-06-14 22:28:58,538 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: stop_status
2024-06-14 22:28:58,538 DEBUG   SenderThread:16664 [sender.py:send_request():406] send_request: stop_status
2024-06-14 22:28:58,671 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:58,686 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 22:28:59,674 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:00,682 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:01,690 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:02,691 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:03,701 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:04,611 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 22:29:04,727 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:05,737 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:06,751 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:07,762 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:08,769 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:09,038 INFO    Thread-16 :16664 [dir_watcher.py:_on_file_modified():288] file/dir modified: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222842-8watf48r\files\output.log
2024-06-14 22:29:09,624 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 22:29:09,771 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:10,773 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:11,787 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:12,791 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:13,564 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: stop_status
2024-06-14 22:29:13,564 DEBUG   SenderThread:16664 [sender.py:send_request():406] send_request: stop_status
2024-06-14 22:29:13,792 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:14,649 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 22:29:14,806 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:15,136 INFO    Thread-16 :16664 [dir_watcher.py:_on_file_modified():288] file/dir modified: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222842-8watf48r\files\config.yaml
2024-06-14 22:29:15,852 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:16,857 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:17,863 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:18,932 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:20,281 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:20,354 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 22:29:20,942 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:21,944 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:22,957 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:23,963 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:24,974 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:25,620 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 22:29:25,977 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:26,988 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:27,995 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:28,552 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: stop_status
2024-06-14 22:29:28,552 DEBUG   SenderThread:16664 [sender.py:send_request():406] send_request: stop_status
2024-06-14 22:29:29,002 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:30,016 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:30,682 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 22:29:31,023 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:29:32,033 DEBUG   HandlerThread:16664 [handler.py:handle_request():158] handle_request: internal_messages
